summoner_name,champion_name,tags,kills,deaths,assists,lane,team_color,has_won,goldEarned,totalDamageDealtToChampions,totalMinionsKilled,neutralMinionsKilled,items
RÜTHŁESS WAÑHÉDA,MonkeyKing,"Fighter, Tank",7,7,5,JUNGLE,100,False,10347,12861,29,118,"Black Cleaver, Trinity Force, Mercury's Treads, Negatron Cloak, Chain Vest, Ruby Crystal, Oracle Lens"
goof,Smolder,"Marksman, Mage",7,9,4,MIDDLE,100,False,11476,21517,211,3,"Rapid Firecannon, Trinity Force, Muramana, Ionian Boots of Lucidity, Vampiric Scepter, Unknown Item, Stealth Ward"
Cloude,Varus,"Marksman, Mage",9,7,4,BOTTOM,100,False,12179,25651,194,0,"Terminus, Blade of The Ruined King, Berserker's Greaves, Guinsoo's Rageblade, Giant's Belt, Cloth Armor, Farsight Alteration"
Amrk jr,Thresh,"Support, Tank",0,9,14,UTILITY,100,False,6228,8231,17,0,"Plated Steelcaps, Null-Magic Mantle, Solstice Sleigh, Locket of the Iron Solari, Kindlegem, Cloth Armor, Oracle Lens"
Kawulaa,Riven,"Fighter, Assassin",13,3,6,TOP,200,True,12480,31610,162,0,"Doran's Blade, Eclipse, Black Cleaver, Ionian Boots of Lucidity, Sundered Sky, Cloth Armor, Oracle Lens"
equine slave,Hecarim,"Fighter, Tank",9,5,17,JUNGLE,200,True,13962,28194,37,164,"Black Cleaver, Eclipse, Ionian Boots of Lucidity, Death's Dance, Ruby Crystal, Tunneler, Oracle Lens"
1v3 ADcarry,Diana,"Fighter, Assassin",11,5,7,MIDDLE,200,True,13437,28642,187,8,"Sorcerer's Shoes, Stormsurge, Zhonya's Hourglass, Needlessly Large Rod, Shadowflame, Doran's Ring, Stealth Ward"
Schmelzy,Kaisa,"Marksman, Mage",3,6,12,BOTTOM,200,True,9377,17549,137,11,"Doran's Blade, Berserker's Greaves, Statikk Shiv, Guinsoo's Rageblade, Recurve Bow, Unknown Item, Farsight Alteration"
SanjiSmurfenson,TahmKench,"Tank, Support",6,5,13,UTILITY,200,True,9322,16383,30,0,"Heartsteel, Solstice Sleigh, Plated Steelcaps, Sunfire Aegis, Giant's Belt, Winged Moonplate, Oracle Lens"
nu știu dastea,Yorick,"Fighter, Tank",7,6,2,TOP,100,False,11521,21374,138,17,"Phage, Trinity Force, Mercury's Treads, Hullbreaker, Kindlegem, Pickaxe, Farsight Alteration"
,Nocturne,"Fighter, Assassin",7,6,4,JUNGLE,100,False,10231,15357,15,140,"Experimental Hexplate, Stridebreaker, Phage, Mercury's Treads, Kindlegem, Unknown Item, Oracle Lens"
Wicked Gr4e,Shen,Tank,3,4,8,MIDDLE,100,False,8233,10732,122,0,"Doran's Shield, Giant's Belt, Plated Steelcaps, Bramble Vest, Kaenic Rookern, Chain Vest, Stealth Ward"
Cloude,Aphelios,Marksman,8,8,5,BOTTOM,100,False,10738,25160,165,0,"Infinity Edge, The Collector, Boots of Swiftness, Executioner's Calling, Last Whisper, Unknown Item, Farsight Alteration"
Amrk jr,Soraka,"Support, Mage",1,5,12,UTILITY,100,False,7142,7196,25,0,"Ionian Boots of Lucidity, Moonstone Renewer, Dream Maker, Redemption, Amplifying Tome, Unknown Item, Oracle Lens"
GingProHunter,Heimerdinger,"Mage, Support",7,5,7,TOP,200,True,12298,25738,169,0,"Void Staff, Blackfire Torch, Sorcerer's Shoes, Amplifying Tome, Doran's Ring, Liandry's Torment, Farsight Alteration"
Retirement Arc,Zac,"Tank, Fighter",1,4,19,JUNGLE,200,True,9197,15637,16,138,"Warmog's Armor, Sunfire Aegis, Plated Steelcaps, Ruby Crystal, Bramble Vest, Unknown Item, Oracle Lens"
fnfd,Caitlyn,Marksman,11,7,9,BOTTOM,200,True,13519,25102,190,8,"Infinity Edge, The Collector, Boots of Swiftness, Mortal Reminder, Zeal, Dagger, Farsight Alteration"
Starly v2,Yone,"Fighter, Assassin",4,9,12,MIDDLE,200,True,11873,27220,220,7,"Blade of The Ruined King, Refillable Potion, Infinity Edge, Plated Steelcaps, Immortal Shieldbow, Doran's Shield, Farsight Alteration"
Sunreality,Bard,"Support, Mage",6,1,17,UTILITY,200,True,9620,13447,33,0,"Bloodsong, Plated Steelcaps, Randuin's Omen, Dead Man's Plate, Warden's Mail, Glacial Buckler, Oracle Lens"
Amrk jr,Poppy,"Tank, Fighter",7,6,10,TOP,100,True,13163,28702,183,0,"Plated Steelcaps, Sunfire Aegis, Thornmail, Spectre's Cowl, Fimbulwinter, Negatron Cloak, Stealth Ward"
fearing females,Shyvana,"Fighter, Mage",5,4,13,JUNGLE,100,True,13668,29616,35,201,"Seeker's Armguard, Spear of Shojin, Sorcerer's Shoes, Liandry's Torment, Riftmaker, Unknown Item, Oracle Lens"
Noclip420,Yasuo,"Fighter, Assassin",8,5,6,MIDDLE,100,True,15151,31095,239,22,"Stridebreaker, Infinity Edge, Blade of The Ruined King, Immortal Shieldbow, Berserker's Greaves, Unknown Item, Stealth Ward"
,Caitlyn,Marksman,8,8,7,BOTTOM,100,True,13486,20469,166,0,"The Collector, Infinity Edge, Rapid Firecannon, Pickaxe, Unknown Item, Berserker's Greaves, Farsight Alteration"
pan bronzu,Lux,"Mage, Support",4,8,10,UTILITY,100,True,10084,16625,54,4,"Zaz'Zak's Realmspike, Luden's Companion, Sorcerer's Shoes, Stormsurge, Hextech Alternator, Needlessly Large Rod, Oracle Lens"
Bagr,Ambessa,"Fighter, Assassin",3,5,6,TOP,200,False,11112,17817,206,4,"Doran's Blade, Death's Dance, Unknown Item, Black Cleaver, Eclipse, Plated Steelcaps, Stealth Ward"
Vladan Pejkulič,Jax,Fighter,11,5,8,JUNGLE,200,False,14748,20420,58,141,"Tunneler, Titanic Hydra, Trinity Force, Death's Dance, Ruby Crystal, Plated Steelcaps, Oracle Lens"
SpeedySenju,Swain,"Mage, Support",3,13,9,MIDDLE,200,False,10091,24986,167,0,"Refillable Potion, Kindlegem, Zhonya's Hourglass, Fiendish Codex, Blackfire Torch, Boots of Swiftness, Stealth Ward"
Ciomek,Twitch,"Marksman, Assassin",13,5,5,BOTTOM,200,False,14575,33528,207,0,"Blade of The Ruined King, Lord Dominik's Regards, Berserker's Greaves, Runaan's Hurricane, The Collector, Unknown Item, Farsight Alteration"
Vico00o,Lulu,"Support, Mage",1,4,14,UTILITY,200,False,7880,6251,25,0,"Shurelya's Battlesong, Ionian Boots of Lucidity, Dream Maker, Unknown Item, Ardent Censer, Ruby Crystal, Oracle Lens"
Amrk jr,Teemo,"Marksman, Mage",6,10,5,TOP,100,False,13426,35241,241,4,"Sorcerer's Shoes, Nashor's Tooth, Needlessly Large Rod, Malignance, Liandry's Torment, Unknown Item, Oracle Lens"
pan bronzu,DrMundo,"Tank, Fighter",3,10,10,JUNGLE,100,False,10948,25104,30,150,"Unending Despair, Heartsteel, Boots of Swiftness, Spirit Visage, Cloth Armor, Cloth Armor, Oracle Lens"
Cloude,Viktor,Mage,6,13,3,MIDDLE,100,False,13564,37321,216,7,"Lich Bane, Luden's Companion, Sorcerer's Shoes, Rabadon's Deathcap, Hextech Alternator, Needlessly Large Rod, Farsight Alteration"
,Ezreal,"Marksman, Mage",8,12,5,BOTTOM,100,False,12238,23620,172,0,"Trinity Force, Muramana, Spear of Shojin, Pickaxe, Vampiric Scepter, Ionian Boots of Lucidity, Stealth Ward"
RakAsuna,Swain,"Mage, Support",5,14,8,UTILITY,100,False,10315,22209,73,0,"Zaz'Zak's Realmspike, Shattered Armguard, Liandry's Torment, Sorcerer's Shoes, Rylai's Crystal Scepter, Needlessly Large Rod, Stealth Ward"
xX3dgyK1dXx,Yorick,"Fighter, Tank",11,5,7,TOP,200,True,15147,31235,195,4,"Trinity Force, Serylda's Grudge, Hullbreaker, Pickaxe, Tunneler, Mercury's Treads, Stealth Ward"
wykurz10,Nocturne,"Fighter, Assassin",11,6,17,JUNGLE,200,True,16156,40165,79,154,"Chempunk Chainsword, Profane Hydra, Experimental Hexplate, Mercury's Treads, Spirit Visage, Long Sword, Farsight Alteration"
TheHarst,Sylas,"Mage, Assassin",12,7,10,MIDDLE,200,True,12050,24009,133,8,"Sorcerer's Shoes, Zhonya's Hourglass, Cosmic Drive, Hextech Rocketbelt, Amplifying Tome, Doran's Ring, Oracle Lens"
Bill Board,Brand,"Mage, Support",14,5,15,BOTTOM,200,True,16580,45941,194,4,"Verdant Barrier, Sorcerer's Shoes, Shadowflame, Rylai's Crystal Scepter, Morellonomicon, Liandry's Torment, Farsight Alteration"
Prtik,Lux,"Mage, Support",11,5,26,UTILITY,200,True,14376,38215,98,8,"Zaz'Zak's Realmspike, Horizon Focus, Stormsurge, Morellonomicon, Luden's Companion, Sorcerer's Shoes, Oracle Lens"
Itar08,Smolder,"Marksman, Mage",10,3,8,TOP,100,True,13194,39689,211,0,"Muramana, Boots of Swiftness, Trinity Force, Spear of Shojin, Rapid Firecannon, Unknown Item, Stealth Ward"
Amrk jr,Zac,"Tank, Fighter",0,8,18,JUNGLE,100,True,9941,14836,23,124,"Plated Steelcaps, Spirit Visage, Sunfire Aegis, Cloth Armor, Bramble Vest, Unknown Item, Oracle Lens"
SuperMuffin,Vladimir,"Mage, Fighter",16,5,6,MIDDLE,100,True,14257,39700,186,4,"Mejai's Soulstealer, Rabadon's Deathcap, Ionian Boots of Lucidity, Stormsurge, Void Staff, Unknown Item, Farsight Alteration"
,Sivir,Marksman,6,4,11,BOTTOM,100,True,14598,27335,245,26,"Cull, Navori Flickerblade, Essence Reaver, Berserker's Greaves, Mortal Reminder, Infinity Edge, Farsight Alteration"
Cloude,Karma,"Mage, Support",4,6,22,UTILITY,100,True,9741,13031,12,0,"Dream Maker, Imperial Mandate, Ionian Boots of Lucidity, Moonstone Renewer, Dawncore, Unknown Item, Oracle Lens"
jonaskompis,Aatrox,Fighter,3,6,2,TOP,200,False,10952,17232,227,0,"Doran's Shield, Eclipse, Mercury's Treads, Spear of Shojin, Sundered Sky, Unknown Item, Farsight Alteration"
Julciα UwU,XinZhao,"Fighter, Tank",7,8,10,JUNGLE,200,False,12765,28062,42,179,"Sundered Sky, Eclipse, Mercury's Treads, Sterak's Gage, Executioner's Calling, Giant's Belt, Oracle Lens"
ZomeThingLIKeDat,Sylas,"Mage, Assassin",5,6,3,MIDDLE,200,False,10595,17505,188,4,"Sorcerer's Shoes, Hextech Rocketbelt, Zhonya's Hourglass, Cosmic Drive, Unknown Item, Unknown Item, Stealth Ward"
Publius Scipio,Ziggs,Mage,7,8,7,BOTTOM,200,False,12272,36931,162,2,"Luden's Companion, Amplifying Tome, Rabadon's Deathcap, Liandry's Torment, Dark Seal, Sorcerer's Shoes, Farsight Alteration"
Corleoneos,Thresh,"Support, Tank",4,8,13,UTILITY,200,False,8615,11335,39,0,"Zeke's Convergence, Locket of the Iron Solari, Solstice Sleigh, Kindlegem, Chain Vest, Mercury's Treads, Oracle Lens"
Nenιp,Renekton,"Fighter, Tank",4,5,14,TOP,100,True,16068,30964,281,4,"Sterak's Gage, Stridebreaker, Unending Despair, Plated Steelcaps, Spectre's Cowl, Eclipse, Farsight Alteration"
Edward Newgate,LeeSin,"Fighter, Assassin",11,4,17,JUNGLE,100,True,17702,27182,60,225,"Sundered Sky, Eclipse, Mercury's Treads, Death's Dance, Black Cleaver, Maw of Malmortius, Stealth Ward"
Vosh,Veigar,Mage,1,6,13,MIDDLE,100,True,14474,30118,315,12,"Zhonya's Hourglass, Rabadon's Deathcap, Rod of Ages, Sorcerer's Shoes, Seraph's Embrace, Unknown Item, Farsight Alteration"
PołykaczNäsienia,Jhin,"Marksman, Mage",22,6,13,BOTTOM,100,True,21837,67158,272,29,"Maw of Malmortius, The Collector, Boots of Swiftness, Infinity Edge, Rapid Firecannon, Lord Dominik's Regards, Stealth Ward"
quendii,Janna,"Support, Mage",3,7,29,UTILITY,100,True,10821,17082,28,0,"Bloodsong, Watchful Wardstone, Shurelya's Battlesong, Imperial Mandate, Synchronized Souls, Dawncore, Oracle Lens"
Victor Valdes,Gragas,"Fighter, Mage",5,8,8,TOP,200,False,15466,41923,228,32,"Shadowflame, Blighting Jewel, Sorcerer's Shoes, Cosmic Drive, Stormsurge, Lich Bane, Oracle Lens"
techmec,Viego,"Fighter, Assassin",7,9,3,JUNGLE,200,False,14239,22780,32,189,"Plated Steelcaps, Kraken Slayer, Sundered Sky, Sterak's Gage, Death's Dance, Unknown Item, Stealth Ward"
Carles Puyol ,Yasuo,"Fighter, Assassin",2,8,5,MIDDLE,200,False,15231,23646,287,19,"Wit's End, Stridebreaker, Infinity Edge, Berserker's Greaves, Blade of The Ruined King, Unknown Item, Farsight Alteration"
Cloude,Karma,"Mage, Support",4,8,14,UTILITY,200,False,11743,25393,37,4,"Dream Maker, Imperial Mandate, Ionian Boots of Lucidity, Moonstone Renewer, Dawncore, Staff of Flowing Water, Oracle Lens"
Amrk jr,Lux,"Mage, Support",10,8,2,BOTTOM,200,False,17129,60632,278,0,"Sorcerer's Shoes, Luden's Companion, Shadowflame, Stormsurge, Rabadon's Deathcap, Blighting Jewel, Farsight Alteration"
HexHeàrt,Jax,Fighter,9,10,5,TOP,100,False,13848,33750,200,2,"Trinity Force, Long Sword, Zhonya's Hourglass, Mercury's Treads, Blade of The Ruined King, Tunneler, Stealth Ward"
Losmi,Yone,"Fighter, Assassin",8,8,8,MIDDLE,100,False,13823,34581,248,16,"Stridebreaker, Berserker's Greaves, Blade of The Ruined King, Immortal Shieldbow, B. F. Sword, Pickaxe, Farsight Alteration"
Patrâ,XinZhao,"Fighter, Tank",6,10,13,JUNGLE,100,False,12270,25319,31,130,"Plated Steelcaps, Eclipse, Sundered Sky, Black Cleaver, Caulfield's Warhammer, Unknown Item, Oracle Lens"
,Jhin,"Marksman, Mage",7,7,6,BOTTOM,100,False,12941,24722,233,0,"Cloak of Agility, Lord Dominik's Regards, B. F. Sword, Boots of Swiftness, Youmuu's Ghostblade, The Collector, Farsight Alteration"
Dovinush,Thresh,"Support, Tank",2,11,11,UTILITY,100,False,7858,10070,27,0,"Knight's Vow, Celestial Opposition, Locket of the Iron Solari, Ionian Boots of Lucidity, Warden's Mail, Cloth Armor, Oracle Lens"
,Malphite,"Tank, Mage",9,3,13,TOP,200,True,15185,32857,201,0,"Randuin's Omen, Plated Steelcaps, Iceborn Gauntlet, Thornmail, Sunfire Aegis, Zeke's Convergence, Farsight Alteration"
yesnoyesno,Shen,Tank,12,5,19,JUNGLE,200,True,14998,31046,47,170,"Plated Steelcaps, Sunfire Aegis, Randuin's Omen, Dead Man's Plate, Unending Despair, Amplifying Tome, Stealth Ward"
SmrkaKrka,Sylas,"Mage, Assassin",13,10,16,MIDDLE,200,True,13887,39143,165,0,"Hextech Rocketbelt, Zhonya's Hourglass, Dark Seal, Ionian Boots of Lucidity, Stormsurge, Shadowflame, Stealth Ward"
Cloude,MissFortune,"Marksman, Mage",9,7,12,BOTTOM,200,True,14632,28895,229,24,"Bloodthirster, Essence Reaver, Boots of Swiftness, Infinity Edge, Executioner's Calling, Last Whisper, Farsight Alteration"
Amrk jr,Lux,"Mage, Support",3,8,25,UTILITY,200,True,10025,20340,46,0,"Ionian Boots of Lucidity, Zaz'Zak's Realmspike, Morellonomicon, Shurelya's Battlesong, Fiendish Codex, Glowing Mote, Oracle Lens"
I am virJhin ,DrMundo,"Tank, Fighter",3,5,2,TOP,100,False,8068,14366,155,0,"Plated Steelcaps, Warmog's Armor, Heartsteel, Doran's Shield, Unknown Item, Unknown Item, Stealth Ward"
WhaitV,Skarner,"Tank, Fighter",4,7,7,JUNGLE,100,False,7490,8944,6,96,"Plated Steelcaps, Heartsteel, Control Ward, Pickaxe, Tunneler, Ruby Crystal, Oracle Lens"
Kardull,Yasuo,"Fighter, Assassin",3,8,6,MIDDLE,100,False,7997,13600,143,4,"Infinity Edge, Blade of The Ruined King, Boots, Cloth Armor, Unknown Item, Unknown Item, Stealth Ward"
Cloude,Jinx,Marksman,9,7,10,BOTTOM,100,False,10371,19744,152,0,"Yun Tal Wildarrows, Runaan's Hurricane, Berserker's Greaves, Pickaxe, B. F. Sword, Cloak of Agility, Farsight Alteration"
Amrk jr,Nami,"Support, Mage",3,8,13,UTILITY,100,False,6888,10036,9,0,"Boots, Imperial Mandate, Dream Maker, Shurelya's Battlesong, Oblivion Orb, Glowing Mote, Oracle Lens"
Arbusee,Gwen,Fighter,3,4,5,TOP,200,True,10736,19530,174,12,"Shadowflame, Nashor's Tooth, Haunting Guise, Boots of Swiftness, Fiendish Codex, Unknown Item, Stealth Ward"
69GUS69,Viego,"Fighter, Assassin",9,1,6,JUNGLE,200,True,11632,15737,13,170,"Sundered Sky, Kraken Slayer, Steel Sigil, Caulfield's Warhammer, Plated Steelcaps, Unknown Item, Oracle Lens"
Rassok69,Corki,"Marksman, Mage",6,3,4,MIDDLE,200,True,11914,28806,211,9,"Trinity Force, Plated Steelcaps, Muramana, Rapid Firecannon, Doran's Blade, Unknown Item, Farsight Alteration"
DontBanSamiraUwU,Samira,"Marksman, Assassin",16,7,6,BOTTOM,200,True,13487,38825,125,0,"Doran's Blade, The Collector, Plated Steelcaps, Infinity Edge, Lord Dominik's Regards, Unknown Item, Stealth Ward"
glizardo,Taric,"Support, Tank",1,7,20,UTILITY,200,True,8783,11961,34,0,"Knight's Vow, Locket of the Iron Solari, Dream Maker, Tear of the Goddess, Plated Steelcaps, Bramble Vest, Oracle Lens"
xxszkieletonxx,KSante,"Tank, Fighter",2,12,6,TOP,100,True,9706,18222,179,0,"Kaenic Rookern, Mercury's Treads, Fimbulwinter, Unending Despair, Unknown Item, Unknown Item, Stealth Ward"
theperfectla46,Evelynn,"Assassin, Mage",5,7,15,JUNGLE,100,True,11456,19685,24,152,"Banshee's Veil, Sorcerer's Shoes, Dark Seal, Lich Bane, Needlessly Large Rod, Unknown Item, Oracle Lens"
Azυ,Ekko,"Assassin, Mage",4,7,5,MIDDLE,100,True,13287,23809,215,12,"Nashor's Tooth, Rabadon's Deathcap, Needlessly Large Rod, Lich Bane, Sorcerer's Shoes, Unknown Item, Oracle Lens"
,Draven,Marksman,20,6,5,BOTTOM,100,True,19820,46222,240,8,"Bloodthirster, The Collector, Infinity Edge, Lord Dominik's Regards, Berserker's Greaves, Zeal, Farsight Alteration"
Katisu9,Janna,"Support, Mage",1,3,20,UTILITY,100,True,8033,3559,24,0,"Zaz'Zak's Realmspike, Redemption, Moonstone Renewer, Boots of Swiftness, Amplifying Tome, Control Ward, Oracle Lens"
,Mordekaiser,"Fighter, Mage",10,7,8,TOP,200,False,12711,29493,150,4,"Riftmaker, Liandry's Torment, Rylai's Crystal Scepter, Needlessly Large Rod, Doran's Ring, Plated Steelcaps, Farsight Alteration"
Drevokocúr,Shaco,Assassin,10,5,7,JUNGLE,200,False,13205,23811,27,129,"Titanic Hydra, Blade of The Ruined King, Control Ward, Maw of Malmortius, Berserker's Greaves, Phage, Oracle Lens"
Fujin00,Malzahar,Mage,2,7,6,MIDDLE,200,False,10554,12963,195,6,"Liandry's Torment, Blackfire Torch, Malignance, Unknown Item, Unknown Item, Sorcerer's Shoes, Stealth Ward"
Cloude,Karma,"Mage, Support",1,6,15,UTILITY,200,False,8225,13063,25,2,"Dream Maker, Imperial Mandate, Ionian Boots of Lucidity, Moonstone Renewer, Blasting Wand, Forbidden Idol, Oracle Lens"
Amrk jr,MissFortune,"Marksman, Mage",12,7,4,BOTTOM,200,False,13776,34117,210,4,"Berserker's Greaves, Hubris, Noonquiver, Infinity Edge, The Collector, Last Whisper, Farsight Alteration"
Šťastný Hrošík,TahmKench,"Tank, Support",3,1,5,TOP,100,True,8353,8901,133,0,"Negatron Cloak, Unknown Item, Heartsteel, Bramble Vest, Plated Steelcaps, Bami's Cinder, Farsight Alteration"
speaksushipls,Graves,Marksman,13,1,4,JUNGLE,100,True,12055,14435,26,146,"Immortal Shieldbow, Youmuu's Ghostblade, Boots, The Collector, Null-Magic Mantle, Unknown Item, Oracle Lens"
ψCrossant DDLψ,Gragas,"Fighter, Mage",3,3,7,MIDDLE,100,True,8698,9284,116,0,"Doran's Ring, Luden's Companion, Sorcerer's Shoes, Lich Bane, Unknown Item, Unknown Item, Stealth Ward"
Cloude,Milio,"Support, Mage",0,4,11,UTILITY,100,True,6013,4096,13,0,"Dream Maker, Echoes of Helia, Ionian Boots of Lucidity, Ruby Crystal, Control Ward, Bandleglass Mirror, Oracle Lens"
Amrk jr,Caitlyn,Marksman,4,4,5,BOTTOM,100,True,9342,14966,161,4,"Boots, The Collector, Infinity Edge, Doran's Blade, Dagger, Unknown Item, Farsight Alteration"
Imterro,Kaisa,"Marksman, Mage",1,5,0,TOP,200,False,6951,8568,153,0,"Manamune, Doran's Blade, Luden's Companion, Unknown Item, Boots, Unknown Item, Stealth Ward"
marcus kingdom,Viego,"Fighter, Assassin",4,2,3,JUNGLE,200,False,6903,8555,5,101,"Unknown Item, Trinity Force, Slightly Magical Footwear, Tunneler, Ruby Crystal, Caulfield's Warhammer, Oracle Lens"
Maxa i 9 slepaca,Vex,Mage,3,6,1,MIDDLE,200,False,6635,11613,135,0,"Shattered Armguard, Malignance, Dark Seal, Doran's Ring, Ionian Boots of Lucidity, Unknown Item, Stealth Ward"
qurt007,Xayah,Marksman,5,6,4,BOTTOM,200,False,7181,13244,120,0,"Essence Reaver, Berserker's Greaves, Navori Flickerblade, Long Sword, Unknown Item, Unknown Item, Farsight Alteration"
LOSING CONTROL,Rakan,Support,0,4,6,UTILITY,200,False,4655,3003,20,0,"Ionian Boots of Lucidity, Celestial Opposition, Zeke's Convergence, Cloth Armor, Unknown Item, Unknown Item, Oracle Lens"
SenZeiii,Pantheon,"Fighter, Assassin",5,8,6,TOP,100,False,9366,19577,162,0,"Doran's Blade, Eclipse, Plated Steelcaps, Black Cleaver, Tunneler, Long Sword, Farsight Alteration"
SpravMiSendvic,Kayle,"Mage, Marksman",3,6,4,JUNGLE,100,False,9583,7116,35,163,"Needlessly Large Rod, Unknown Item, Unknown Item, Rylai's Crystal Scepter, Nashor's Tooth, Berserker's Greaves, Stealth Ward"
MaXaLd,Kassadin,"Assassin, Mage",1,11,3,MIDDLE,100,False,7482,6866,139,0,"Doran's Shield, Rod of Ages, Sorcerer's Shoes, Malignance, Amplifying Tome, Unknown Item, Stealth Ward"
FaceYourGod,Jhin,"Marksman, Mage",12,7,4,BOTTOM,100,False,13063,21386,183,0,"Doran's Blade, Infinity Edge, Mortal Reminder, The Collector, Boots of Swiftness, Cloak of Agility, Stealth Ward"
MasneHovado,Brand,"Mage, Support",3,6,9,UTILITY,100,False,7808,19506,33,0,"Boots, Control Ward, Zaz'Zak's Realmspike, Liandry's Torment, Rylai's Crystal Scepter, Unknown Item, Oracle Lens"
Mizoo,Ambessa,"Fighter, Assassin",15,5,8,TOP,200,True,15179,38668,145,8,"Doran's Shield, Serylda's Grudge, Death's Dance, Maw of Malmortius, Eclipse, Ionian Boots of Lucidity, Stealth Ward"
nunu the bee,Nocturne,"Fighter, Assassin",5,9,9,JUNGLE,200,True,10863,13295,21,137,"Experimental Hexplate, Mercury's Treads, Stridebreaker, Phage, Unknown Item, Unknown Item, Oracle Lens"
LtuStriker,Syndra,Mage,11,1,7,MIDDLE,200,True,13000,36779,175,3,"Needlessly Large Rod, Luden's Companion, Mejai's Soulstealer, Sorcerer's Shoes, Shadowflame, Needlessly Large Rod, Stealth Ward"
Cloude,Jinx,Marksman,4,6,7,BOTTOM,200,True,10338,15275,177,20,"Yun Tal Wildarrows, B. F. Sword, Berserker's Greaves, Runaan's Hurricane, Cloak of Agility, Unknown Item, Farsight Alteration"
Amrk jr,Lulu,"Support, Mage",3,3,15,UTILITY,200,True,7556,6629,26,0,"Ionian Boots of Lucidity, Control Ward, Dream Maker, Shurelya's Battlesong, Bandleglass Mirror, Ardent Censer, Oracle Lens"
habyhbyh2137,Jax,Fighter,12,8,5,TOP,100,True,15203,37369,185,12,"Sundered Sky, Trinity Force, Mercury's Treads, Sterak's Gage, Spear of Shojin, Unknown Item, Stealth Ward"
The BloodHunter1,Warwick,"Fighter, Tank",7,5,12,JUNGLE,100,True,12566,19531,32,158,"Unknown Item, Stridebreaker, Mercury's Treads, Ruby Crystal, Spirit Visage, Blade of The Ruined King, Oracle Lens"
Fariini,Hwei,"Mage, Support",5,6,8,MIDDLE,100,True,12727,21989,206,4,"Doran's Ring, Sorcerer's Shoes, Blackfire Torch, Liandry's Torment, Shadowflame, Blighting Jewel, Stealth Ward"
Big C Yordle,Lucian,"Marksman, Assassin",10,2,3,BOTTOM,100,True,15623,21467,241,28,"Essence Reaver, Ionian Boots of Lucidity, Lord Dominik's Regards, Infinity Edge, Navori Flickerblade, Vampiric Scepter, Farsight Alteration"
kałusz,Rell,"Tank, Support",2,7,18,UTILITY,100,True,8625,5963,29,0,"Celestial Opposition, Locket of the Iron Solari, Plated Steelcaps, Bramble Vest, Zeke's Convergence, Chain Vest, Oracle Lens"
